timestamp	metric	value
2025-09-11T12:33:51.7390580Z	runner.success	1
2025-09-11T12:35:14.0342150Z	runner.success	1
2025-09-11T13:19:44.2572269Z	runner.success	1
2025-09-11T13:31:14.6680983Z	runner.success	1
2025-09-11T13:32:28.6974987Z	runner.success	1
