D:\MAGIC\.git\lfs\objects\3e\36\3e36b396c4cb71b8eaae2300c21bec26700b27ce5f6be83ef6b86d214e294c8b	64.27
D:\MAGIC\.git\objects\pack\pack-9456756d2d6ce44151d2f2ff34b9c907b6b72e9d.pack	119.26
D:\MAGIC\.git\objects\pack\pack-c85ed21c1203b1c3d92e779d94c5cfb50998860d.pack	61.91
D:\MAGIC\.git\objects\pack\pack-da094cfac6e2de3a11043dabbfce0c71dcc8189c.pack	160.62
D:\MAGIC\rclone-v1.70.3-windows-amd64\rclone.exe	64.27
D:\MAGIC\scripts\AzureCLI.msi	63.89
